232.115
0,434.954,9.46902,4,2,0.0488281,0,0.00984904
1,108.709,7.72536,4,1,0.03125,0,0.00985035
2,435.151,9.69851,5,2,0.0410156,0,0.00997095
3,435.117,9.48826,5,2,0.0458984,0,0.0099201
4,111.937,9.62865,5,1,0.0488281,0,0.0100686
5,435.053,9.50533,5,2,0.0429688,0,0.0102236
6,435.117,10.1608,5,2,0.0498047,0,0.0101369
7,111.425,9.6243,5,1,0.046875,0,0.0102138
8,110.903,9.58968,5,1,0.0449219,0,0.0103056
9,434.639,9.78294,5,2,0.0458984,0,0.0102112
10,435.053,9.36775,5,2,0.0410156,0,0.0102448
11,435.076,10.0363,5,2,0.0439453,0,0.0103609
12,434.412,10.1353,5,2,0.0458984,0,0.0104345
13,435.053,9.79483,5,2,0.0439453,0,0.0103852
14,435.053,9.92485,6,2,0.0429688,0,0.0104581
15,435.127,11.7493,6,2,0.0595703,0,0.0104104
16,434.818,11.9024,6,2,0.0634766,0,0.0104763
17,434.129,10.0731,6,2,0.0458984,0,0.0102913
18,435.151,10.8291,6,2,0.0527344,0,0.0104717
19,435.053,10.0405,6,2,0.0449219,0,0.0103874
20,435.151,11.928,6,2,0.0605469,0,0.0103818
21,434.954,11.2976,6,2,0.0556641,0,0.0103975
22,434.902,11.1088,6,2,0.0517578,0,0.0105383
23,1010.21,12.8683,6,3,0.0605469,0,0.0105613
24,111.425,10.5191,6,1,0.0507812,0,0.0105347
25,435.151,13.1783,6,2,0.0683594,0,0.0105545
26,435.149,11.8373,6,2,0.0595703,0,0.0106397
27,434.954,10.8506,6,2,0.0507812,0,0.010518
28,435.127,11.4463,6,2,0.0576172,0,0.0105125
29,435.149,11.5384,6,2,0.0605469,0,0.0104142
30,434.902,12.7109,6,2,0.0634766,0,0.0105127
31,435.076,12.1402,6,2,0.0625,0,0.0105983
32,112.44,11.3407,6,1,0.0556641,0,0.0107509
33,435.151,11.9508,6,2,0.0556641,0,0.0108043
34,435.149,12.8472,6,2,0.0605469,0,0.01066
35,435.117,11.5279,6,2,0.0527344,0,0.0106784
36,435.053,14.1719,6,2,0.0742188,0,0.0107518
37,434.954,13.0618,6,2,0.0644531,0,0.0107788
38,435.127,11.3268,6,2,0.0507812,0,0.010731
39,435.127,13.1566,6,2,0.0654297,0,0.0107338
40,434.639,11.5521,6,2,0.0556641,0,0.0107139
41,435.053,11.7589,6,2,0.0576172,0,0.0107337
42,435.151,13.4482,6,2,0.0654297,0,0.0106929
43,435.149,13.193,6,2,0.0654297,0,0.0108092
44,435.151,13.2173,6,2,0.0605469,0,0.0109279
45,435.053,11.2734,6,2,0.0507812,0,0.0108969
